-1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	-2.0816681711721189e-17	0	0	0	0	0	0		0
0	-1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-2.0122792321331009e-16	4.5259353693098975e-33	0	0	0	0	0	0		0
0	0	-1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	2.0816681711721214e-17	-1	0	0	0	0	0	0		0
0	0	0	-1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-2	0	0	0	0	0	0	0	1.2490009027032728e-16	-6	0	0	0	0	0	2		0
0	0	0	0	-1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.9259299443871691e-34	-4.85722573273505e-16		0
0	0	0	0	0	-1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-2	0	0	0	0	0	0	-6	1.2490009027032713e-16	0	0	0	0	2	0		0
0	0	0	0	0	0	-1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.2073675392798605e-15	2.7155612215859385e-32	0	0	0	0	4.85722573273505e-16	-1.9259299443871691e-34		0
0	0	0	0	0	0	0	-27131.259297527515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		0
0	0	0	0	0	0	0	0	-27131.259297527515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0		0
0	0	0	0	0	0	0	0	0	-27131.259297527515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0		0
0	0	0	0	0	0	0	0	0	0	-1754.8155387403212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.10000000000000001	0	0	2	0	0	0.10000000000000001	0	0	0	0	0	0	-1.5764539639937791	1.2307692307692379	0	0	0	0		0
0	0	0	0	0	0	0	0	0	0	0	-16247.273882554242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10000000000000001	0	0.80000000000000004	-2	0	0	-0.10000000000000001	0	0.80000000000000004	0	0	0	0	0	-1.2307692307692379	-1.5764539639937791	0	0	0	0		0
0	0	0	0	0	0	0	0	0	0	0	0	-16700.163205798439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.80000000000000004	0	0	0	2	0	-0.80000000000000004	0	0	0	0	0	0	0	0	0	0	0	0		0
0	0	0	0	0	0	0	0	0	0	0	0	0	-1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	-0.80000000000000004	0	0.10000000000000001	0	0	0	-0.80000000000000004	0	-0.10000000000000001	0	0	0	0	0	6.1629758220392013e-33	3.5113600270960009e-33	0	0	0	0		0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	-40196.88894629127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0		0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-40196.88894629127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0		0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-40196.88894629127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0		0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2132.223308110486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.089871703427291838	0.043852900965351251	-1.1683321445547936	0.089871703427291852	-0.043852900965351264	-1.1683321445547934	0	0	1.7974340685458363	0.87705801930702543	1.7974340685458368	-0.87705801930702454	0	0		0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-52176.493526593971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.043852900965351251	-0.089871703427291838	0.57008771254956658	0.043852900965351264	0.089871703427291852	0.57008771254956647	0	0	-0.87705801930702543	1.7974340685458363	0.87705801930702454	1.7974340685458368	0	0		0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-52855.827511460258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7974340685458365	0	0	0	0	0	0	0	1.1683321445547936	-0.57008771254956658	-0.089871703427291838	1.1683321445547934	-0.57008771254956647	0.089871703427291852	0	0	5.53877135307877e-33	3.1557190698161909e-33	-4.1068100428848332e-16	-2.9136938712822573e-16	0	0		0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87705801930702498	0	0	0	0	0	0	0	-0.57008771254956658	-1.1683321445547936	-0.043852900965351251	-0.57008771254956647	-1.1683321445547934	0.043852900965351264	0	0	2.7026436837573924e-33	1.5398332352193398e-33	1.0774115050082382e-16	2.1593500289512561e-16	0	0		0
