-27131.259297527515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		0
0	-27131.259297527515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0		0
0	0	-27131.259297527515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0		0
0	0	0	-1754.8155387403212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.30000000000000004	-0.20000000000000001	0	2	0	0	0.30000000000000004	0.20000000000000001	0	0	0	0	0	-1.5764539639937791	1.2307692307692379	0	0	0	0		0
0	0	0	0	-16247.273882554242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30000000000000004	0	1	-2	0	0	-0.30000000000000004	0	-1	0	0	0	0	0	-1.2307692307692379	-1.5764539639937791	0	0	0	0		0
0	0	0	0	0	-16700.163205798439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20000000000000001	-1	0	0	0	2	-0.20000000000000001	1	0	0	0	0	0	0	0	0	0	0	0	0		0
0	0	0	0	0	0	-1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	-1	-0.20000000000000001	0.30000000000000004	0	0	0	1	0.20000000000000001	-0.30000000000000004	0	0	0	0	0	0	0	0	0	0	0		0
0	0	0	0	0	0	0	-40196.88894629127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0		0
0	0	0	0	0	0	0	0	-40196.88894629127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0		0
0	0	0	0	0	0	0	0	0	-40196.88894629127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0		0
0	0	0	0	0	0	0	0	0	0	-2132.223308110486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26961511028187551	-0.13155870289605376	-1.4357813533400798	-0.26961511028187551	0.13155870289605376	1.4357813533400801	0	0	1.7974340685458363	0.87705801930702543	1.7974340685458368	2.4944408601815659e-17	0	0		0
0	0	0	0	0	0	0	0	0	0	0	-52176.493526593971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13155870289605376	0.26961511028187551	0.47805010762568539	-0.13155870289605376	-0.26961511028187551	-0.47805010762568545	0	0	-0.87705801930702543	1.7974340685458363	0.87705801930702454	-1.2171625087084875e-17	0	0		0
0	0	0	0	0	0	0	0	0	0	0	0	-52855.827511460258	0	0	0	0	0	0	0	0	0	1.7974340685458365	0	0	0	0	0	0	0	1.4357813533400798	-0.47805010762568539	0.26961511028187551	-1.4357813533400801	0.47805010762568545	-0.26961511028187551	0	0	0	0	2.4944408601815662e-17	-1.7974340685458365	0	0		0
0	0	0	0	0	0	0	0	0	0	0	0	0	-1000	0	0	0	0	0	0	0	0	0.87705801930702498	0	0	0	0	0	0	0	-0.47805010762568539	-1.4357813533400798	0.13155870289605376	0.47805010762568545	1.4357813533400801	-0.13155870289605376	0	0	0	0	-1.2171625087084869e-17	-0.87705801930702498	0	0		0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	1.3877787807814389e-17	0	0	0	0	0	0		0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2.081668171172169e-16	-3.0333396624098818e-33	0	0	0	0	0	0		0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1.3877787807814411e-17	1	0	0	0	0	0	0		0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-845578.39532943536	0	0	0	0	0	1.4142135623730951	0	0	0	0	0	0	0	0	0	-0.70710678118654757	-0.70710678118654746	4.1469228925314206e-17	2.1562444558055476	-3.3115983649294344e-16	0	0	2.7547499799622322e-17	-1.4142135623730954	1.4142135623730951	1.4142135623730949		0
